id,raw_term,term,reading,romaji,definition,pitch_accent,affix_type,lesson_id
88ad4bca-d85c-4ea9-8a42-559393d8de28,建物,建物,たてもの,tatemono,建築物,2,none,2
30baac0e-7a05-4123-8cd2-c920a810cb9f,郵便局,郵便局,ゆうびんきょく,yuubinkyoku,郵局,3,none,2
630dd592-1d8d-4581-932a-b2ad5da8795b,銀行,銀行,ぎんこう,ginkou,銀行,0,none,2
cdb92648-496f-4d75-bb67-aa67347bba28,病院,病院,びょういん,byouin,醫院,0,none,2
844aabfa-2e93-4fbe-9e50-17e47d27e612,家,家,いえ,ie,家；房子,2,none,2
00ad1e4c-5d4e-4176-93d9-eb931c39f4c4,キッチン,キッチン,キッチン,kitchin,廚房,1,none,2
6b377824-d3a8-4a2b-9559-2588b6af7d52,トイレ,トイレ,トイレ,toire,廁所,1,none,2
363b3651-e2e6-4301-808b-6e8718421060,シャワー室,シャワー室,しゃわーしつ,shawaashitsu,淋浴室,2,none,2
f523696f-0bd7-426e-b9a6-43b5c6e35357,コンピュータ室,コンピュータ室,こんぴゅーたしつ,konpyuutashitsu,電腦室,5,none,2
e49c1ad7-e7c8-46b5-a93e-9d257e4a9cd7,どこ,どこ,どこ,doko,哪裡,1,none,2
973b7864-d769-4663-94f5-1838848bc361,どうも,どうも,どうも,doumo,謝謝,1,none,2
61ca5de1-4f13-49b8-af4d-336731249c6a,さくら,さくら,さくら,sakura,櫻花,0,none,2
dbb59d0d-dd67-4a44-a5b8-3407508ce598,ホール,ホール,ホール,hooru,大廳,1,none,2
b27b6feb-5264-4df1-a09b-423310a7af89,駅,駅,えき,eki,車站,1,none,2
25f3c6c6-535c-4b8a-8410-da6c986b218b,公園,公園,こうえん,kouen,公園,0,none,2
36e19ed5-8bae-4ea2-8395-9ec22ddf551c,スタジアム,スタジアム,スタジアム,sutajiamu,體育場,2,none,2
0069c08a-32dd-433c-a6d9-c108c07552ae,飛行場,飛行場,ひこうじょう,hikoujou,飛機場,0,none,2
ff8da6dd-0b3e-4dea-a18c-d898ee5084a2,JLC,JLC,ジェーエルシー,jieeerushii,日語教育中心,5,none,2
5b1a9848-d1bb-4992-82ed-467d9fea84e1,ATM,ATM,エーティーエム,eeteiiemu,自動提款機,5,none,2
bb08cd61-2d23-4c06-9a65-dfd03811525c,警察,警察,けいさつ,keisatsu,警察,0,none,2
ddacb114-74b6-4d17-ad14-36775383cab2,多摩,多摩,たま,tama,多摩(地名),1,none,2
c5c1e473-8b17-400a-87d5-efd7a5d5dfe4,飛田給,飛田給,とびたきゅう,tobitakyuu,飛田給(地名),3,none,2
c799d8f9-1bc6-4da5-8488-ae1fd9c0c372,グランド,グランド,グランド,gurando,操場,0,none,2
0738b540-860a-4d76-b8c4-2ca5f6ec812d,研究講義棟,研究講義棟,けんきゅうこうぎとう,kenkyuukougitou,教學研究大樓,0,none,2
9ab6478b-c629-44aa-9827-22be8fe6579c,事務棟,事務棟,じむとう,jimutou,行政大樓,0,none,2
501d7ce8-e06e-48b8-b478-80a3d69509bf,保健センター,保健センター,ほけんせんたー,hokensentaa,保健中心,4,none,2
6a5a0208-1ebc-4ae1-a3c3-e9b650e0a9fe,いくら,いくら,いくら,ikura,多少錢,1,none,2
96572e96-71f4-46e0-ac7a-4f8f8f9ce868,～円,円,えん,en,～日圓,-1,suffix,2
93b45c10-8ed4-400a-8857-cb1e1970d9e5,電話番号,電話番号,でんわばんごう,denwabangou,電話號碼,4,none,2
192309bd-f249-48b0-a2a3-a437b567eee1,何番,何番,なんばん,nanban,幾號,1,none,2
e4176efc-ae43-487a-a6bf-f37644d705ae,ジュース,ジュース,ジュース,juusu,果汁,1,none,2
e6edb978-ffde-41e8-818d-26c2e91f13fc,牛乳,牛乳,ぎゅうにゅう,gyuunyuu,牛奶,0,none,2
a2517bbe-1e82-40ac-8c64-492ecac8a693,ケーキ,ケーキ,ケーキ,keeki,蛋糕,1,none,2
dec06cca-8b01-4ef9-9137-096b82cfe312,パン,パン,パン,pan,麵包,1,none,2
8e9ab73d-2aec-4a27-a13d-dcea635b4751,じゃ,じゃ,じゃ,ja,那麼,1,none,2
7ced88d8-e41e-433b-9727-91d5d071cb6f,お願いします,お願いします,おねがいします,onegaishimasu,麻煩你,6,none,2
46d5aae1-55a5-4d16-8162-89cc24e8955c,メニュー,メニュー,メニュー,menyuu,菜單；選單,1,none,2
225ca67e-9a82-451f-8b90-668ce6a868f7,カレーライス,カレーライス,カレーライス,kareeraisu,咖哩飯,4,none,2
15977640-8372-40e2-93c6-13923a42f0d0,スパゲッティ,スパゲッティ,スパゲッティ,supagettei,義大利麵,3,none,2
728cdc14-1514-4cd6-9c7d-4726ff62d9f6,うどん,うどん,うどん,udon,烏龍麵,0,none,2
8e5ff35f-2e75-4b8e-b3b0-2f9120eb6014,そば,そば,そば,soba,蕎麥麵,1,none,2
16647414-7dd1-4929-b145-68d6759043c2,定食,定食,ていしょく,teishoku,定食；套餐,0,none,2
2316bfc9-e609-49be-be8c-305e992c2981,ハンバーガー,ハンバーガー,ハンバーガー,hanbaagaa,漢堡,3,none,2
bfde9e67-8c1c-4bab-a810-ab5807b94107,サンドイッチ,サンドイッチ,サンドイッチ,sandoitchi,三明治,4,none,2
00f82673-7b4c-438a-bd3d-60f2d87899d7,ラーメン,ラーメン,ラーメン,raamen,拉麵,1,none,2
61a7630a-0040-466f-a28c-248418ef8896,コーヒー,コーヒー,コーヒー,koohii,咖啡,3,none,2
851221b3-ce4b-4614-be6d-5051891c7ce8,紅茶,紅茶,こうちゃ,koucha,紅茶,0,none,2
8ec3dee5-4885-4989-9048-1a78c3b0a7e6,サラダ,サラダ,サラダ,sarada,沙拉,1,none,2
2c0da072-2806-4c67-9da0-0e91885e6605,白い,白い,しろい,shiroi,白色的,2,none,2
09483fb7-8a09-4904-b421-4cb01c988c7f,黒い,黒い,くろい,kuroi,黑色的,2,none,2
ee9ef495-9ac1-4348-a7cc-6a57248dfb8f,青い,青い,あおい,aoi,藍色的,2,none,2
87ad6872-fcc8-4928-b1b4-71603638384d,赤い,赤い,あかい,akai,紅色的,0,none,2
628550f6-d00d-417a-a8d6-47a4f53b4178,黄色い,黄色い,きいろい,kiiroi,黃色的,0,none,2
6d563137-2d13-4e03-95f0-36c2cb51f2bc,大きい,大きい,おおきい,ookii,大的,3,none,2
e1388e7a-86f9-47a6-b541-1ecba7307f6e,小さい,小さい,ちいさい,chiisai,小的,3,none,2
4096a75e-83e4-4ab2-8f54-b5ae573e22c5,高い,高い,たかい,takai,高的；貴的,2,none,2
2549e19f-2fd1-4dee-8d9c-4b26173fd5f7,低い,低い,ひくい,hikui,低的,2,none,2
0e0321dd-96ba-42b6-8bcf-47405a7acfaa,新しい,新しい,あたらしい,atarashii,新的；新鮮的,4,none,2
6148f47e-106d-4919-891f-40e6cbbea934,古い,古い,ふるい,furui,舊的；不新鮮的,2,none,2
3b0b7977-5fbe-4ea8-b680-a3b7012d8b92,おいしい,おいしい,おいしい,oishii,好吃的,3,none,2
65c808a6-1c5a-498b-a500-1669446e2f37,まずい,まずい,まずい,mazui,難吃的,2,none,2
91358121-2f34-4342-a490-b053f3d03995,明るい,明るい,あかるい,akarui,明亮的；明朗的,3,none,2
6879f4f0-7f3f-4cf3-82b7-fb85efba37f9,暗い,暗い,くらい,kurai,暗的,0,none,2
0ee3b911-54a4-4db7-919a-c5173e300fe0,安い,安い,やすい,yasui,便宜的,2,none,2
87efd330-96ae-4a75-942b-d73b72c16f3a,山,山,やま,yama,山,2,none,2
59a8b2e7-1083-48a0-844e-0df256bf61f6,漢字,漢字,かんじ,kanji,漢字,0,none,2
b77466e2-1f61-438a-99e1-5c9143f2008b,どんな～,どんな,どんな,donna,什麼樣的～,1,prefix,2
26e2bb46-ba96-41c6-be03-4335fe8b7cc0,今,今,いま,ima,現在；剛才；等一下,1,none,2
5f210ff6-3e12-4257-b89b-fc1ec1f3a650,何時,何時,なんじ,nanji,幾點,1,none,2
032a1bcd-3a73-4f2f-b7b8-8a3a2e9ae5a6,～時,時,じ,ji,～點,-1,suffix,2
03e4aa20-2f11-40df-bfff-0e86bf8b6918,～分,分,ふん,fun,～分,-1,suffix,2
10b8037b-3397-491d-bcdd-54e5c863a570,～半,半,はん,han,～半,-1,suffix,2
4ec2e9b1-58b7-40e4-84ac-09f09c377e46,ちょっと,ちょっと,ちょっと,chotto,有一點；稍微,1,none,2
01d177d8-8a3a-447a-8813-de2b658c6f56,買い物,買い物,かいもの,kaimono,購物；採買,0,none,2
df6a6183-110b-4bb1-a093-2d6577b9d72d,富士山,富士山,ふじさん,fujisan,富士山,1,none,2
7c147a67-05f8-4a06-944a-78278eb56945,町,町,まち,machi,城鎮；城市,2,none,2
ba2d8c2a-d15c-4c4c-b551-4392cd919b7d,京都,京都,きょうと,kyouto,京都(地名),1,none,2
4a6b75e3-2da5-4962-a939-e1dc8b4e6b5f,今日,今日,きょう,kyou,今天,1,none,2
47166926-202f-41ac-86a9-7f5cb9699d2d,寒い,寒い,さむい,samui,(天氣)寒冷的,2,none,2
4b488b7a-583f-458b-8495-938cada1bf38,毎日,毎日,まいにち,mainichi,每天,1,none,3
8826c6ce-13f7-43c3-bb53-68e395a8e36f,何曜日,何曜日,なんようび,nanyoubi,星期幾,3,none,3
694ce659-b8ba-4bfb-a473-8f17d5c4ce30,月曜日,月曜日,げつようび,getsuyoubi,星期一,3,none,3
a1d5c5e7-9211-4b2c-a21f-98d047a1d076,火曜日,火曜日,かようび,kayoubi,星期二,2,none,3
3a55bf9c-7b6f-4597-ada5-567bfccf1b09,水曜日,水曜日,すいようび,suiyoubi,星期三,3,none,3
065d7ac2-187e-484f-8b1c-f99aaf94937d,木曜日,木曜日,もくようび,mokuyoubi,星期四,3,none,3
799d2e10-306b-4eb1-b1d5-a755164f8070,金曜日,金曜日,きんようび,kinyoubi,星期五,3,none,3
b17a8ceb-32dc-42c3-a53b-21bc65848a69,土曜日,土曜日,どようび,doyoubi,星期六,2,none,3
31a0e6d8-a969-46ac-b0e6-c9a6d99475a6,日曜日,日曜日,にちようび,nichiyoubi,星期天,3,none,3
7c4a56a3-3a3a-4858-867c-35b3263c26f9,明日,明日,あした,ashita,明天,3,none,3
d9c228ed-9e25-4a8b-9675-c90637bce197,昨日,昨日,きのう,kinou,昨天,2,none,3
92afa523-9e9c-467e-804d-e355912fa45a,今週,今週,こんしゅう,konshuu,這週,0,none,3
2125b5a6-2615-4081-8d5b-65405b6807ec,来週,来週,らいしゅう,raishuu,下週,0,none,3
b3ef8b74-25a9-4387-bf01-4b4ec5a1364a,先週,先週,せんしゅう,senshuu,上週,0,none,3
76b1bda5-e21b-4a30-a614-0a7315660bbc,朝,朝,あさ,asa,早上,1,none,3
7ed968c5-c8b3-41c9-b657-7ebe171aa536,昼,昼,ひる,hiru,中午；白天,2,none,3
90b55fba-d2ed-435e-8c31-e29a5e1af838,夕方,夕方,ゆうがた,yuugata,傍晚,0,none,3
830b0b31-e67d-41a7-bdf7-0cc7026ebea9,夜,夜,よる,yoru,晚上,1,none,3
41c545d5-5fbf-4b32-ac86-42efc93315d2,午前,午前,ごぜん,gozen,上午；上半天,1,none,3
4c331a36-9d15-45f9-bcf2-d29700a05867,午後,午後,ごご,gogo,下午；下半天,1,none,3
4e709dd7-36b5-45a0-9990-87d81991c0df,起きます,起きます,おきます,okimasu,起床,3,none,3
42d0bdcc-670a-4a71-b2e2-db0db49e04be,～ごろ,ごろ,ごろ,goro,大約(～時間)；(～時間)左右,-1,suffix,3
e1268214-7dd8-4a87-972e-06db4f6d809c,そして,そして,そして,soshite,接著；然後,0,none,3
b4886acd-68c5-4782-9f30-613f5b0ab48c,寝ます,寝ます,ねます,nemasu,睡覺,2,none,3
4b6b0321-2e01-4f75-8baa-ea7cb70ae342,授業,授業,じゅぎょう,jugyou,上課；授課；課程,1,none,3
04aa79ed-42fe-4f6a-a3e9-35597ac28cb0,始まります,始まります,はじまります,hajimarimasu,開始,5,none,3
f59791cc-1343-421b-9bd2-40b2b931bd89,～時間目,時間目,じかんめ,jikanme,第~堂課,-1,suffix,3
ccba4358-b88a-48fb-a974-bb7902ffb3b6,終わります,終わります,おわります,owarimasu,結束,4,none,3
18a4e5d5-4fd3-4e72-a5c8-1d8b0e8644a7,昼休み,昼休み,ひるやすみ,hiruyasumi,午休,3,none,3
2b8ddc9c-c341-4fc5-ae1b-c5bcac1586f3,映画,映画,えいが,eiga,電影,1,none,3
5f022748-2b49-4f02-9479-59683a50c5a8,そうですか（↓）,そうですか（↓）,そうですか（↓）,soudesuka(↓),這樣啊,1,none,3
fe66ecd6-5b3a-42d8-a1ce-6ee22e137bc1,そうですか（↑）,そうですか（↑）,そうですか（↑）,soudesuka(↑),是那樣嗎,1,none,3
23c09ba4-6a83-46c3-b28e-1fe57c894c70,試験,試験,しけん,shiken,考試；測驗,1,none,3
330dd6ed-cd79-4f1d-a8fc-9abcf746f88d,仕事,仕事,しごと,shigoto,工作,0,none,3
ad87cc79-fd9d-4a5b-9375-0d2a86f7b9cd,アルバイト,アルバイト,アルバイト,arubaito,打工,3,none,3
ceb3a43b-cd2a-4022-9df7-fecfeeec47d4,毎朝,毎朝,まいあさ,maiasa,每天早上,1,none,3
2fd9048a-e1f4-4958-a452-134add60a539,毎晩,毎晩,まいばん,maiban,每天晚上,1,none,3
3c89e9b9-3e1d-40f2-9251-433265a4accd,晩,晩,ばん,ban,晚上,0,none,3
7ca0c830-c41d-44c6-a11b-51e5cc9bff81,食べます,食べます,たべます,tabemasu,吃,3,none,3
9f1dd3dc-f5fb-4334-9086-acc7fc011eb8,ご飯,ご飯,ごはん,gohan,飯；白飯,1,none,3
43df0a70-b90e-405b-aee2-d54fa9b12727,お酒,お酒,おさけ,osake,酒,0,none,3
06d2d58a-6709-4425-a557-cbf0cffb29b7,飲みます,飲みます,のみます,nomimasu,喝,3,none,3
4ba678ea-82b4-49d5-b003-b240244068d1,手紙,手紙,てがみ,tegami,信；書信,0,none,3
2203718c-a9d4-4668-841f-6bb06be008ed,レポート,レポート,レポート,repooto,報告,2,none,3
41739654-23bd-439a-b47e-9c1a81d9d153,書きます,書きます,かきます,kakimasu,寫,3,none,3
acd71334-5443-4bb1-9274-28109a98c006,読みます,読みます,よみます,yomimasu,讀；閱讀；看；唸,3,none,3
4118cda1-7727-4ea2-b267-9c2bcbacb391,歌,歌,うた,uta,歌,2,none,3
dde8a0fa-2408-4851-9d77-174c2cce0d8c,音楽,音楽,おんがく,ongaku,音樂,1,none,3
c52c75ea-4316-48a1-bceb-b408d488a9d7,聞きます,聞きます,ききます,kikimasu,聽；問,3,none,3
a12bd4a3-492e-461e-ad16-c8490c6a3f64,ニュース,ニュース,ニュース,nyuusu,新聞,1,none,3
a4f38ef7-af30-4acd-bd19-3f5fd0284bd3,見ます,見ます,みます,mimasu,看,2,none,3
278f529b-6ca6-46d1-a65c-d310ed03b4fa,勉強します,勉強します,べんきょうします,benkyoushimasu,讀書；學習,6,none,3
024a39ae-6910-4664-9bcf-d5a0fca0b8e5,買います,買います,かいます,kaimasu,買,3,none,3
2af8ff5d-6da7-4d9e-811f-d5ae1c467d1c,昼ご飯,昼ご飯,ひるごはん,hirugohan,午餐,3,none,3
1bbff917-afc9-40f8-8343-20525fe68753,晩ご飯,晩ご飯,ばんごはん,bangohan,晚餐,3,none,3
0d89962b-b715-4edd-abf1-77e43786661a,食事します,食事します,しょくじします,shokujishimasu,吃飯,5,none,3
c165ddba-fac6-498a-91c6-150899a7aac9,料理,料理,りょうり,ryouri,料理,1,none,3
e2cb1a97-3294-4725-9845-33a6417f6891,作ります,作ります,つくります,tsukurimasu,做；製作；建立；創造,4,none,3
fadb75c2-9e1b-4b26-9a84-64b00f70ccb0,テニス,テニス,テニス,tenisu,網球,1,none,3
05126934-acd3-4515-8726-6143b81dd1b1,サッカー,サッカー,サッカー,sakkaa,足球,1,none,3
b83f1751-496c-492e-8e11-8e390d7e7185,スポーツ,スポーツ,スポーツ,supootsu,運動,2,none,3
dcc4fbc5-ef0b-45be-9297-80315eb2e115,します,します,します,shimasu,做；配戴,2,none,3
d9f450c3-5763-430e-a7b6-99c624be967b,買い物します,買い物します,かいものします,kaimonoshimasu,購物；採買,6,none,3
1fcff6f7-26d8-4689-932e-8d0c261be333,散歩します,散歩します,さんぽします,sanposhimasu,散步,5,none,3
d8fd301f-4ee0-4939-abf5-538ea87cdf08,話します,話します,はなします,hanashimasu,說；聊天,4,none,3
95335a99-6021-450f-b0ae-0657797552d0,食べ物,食べ物,たべもの,tabemono,食物,2,none,3
66c5d01e-ce80-413b-8db9-03cbc123533a,肉,肉,にく,niku,肉,2,none,3
7d5c0072-a5ee-4e34-ad68-9d2751ec63de,豚肉,豚肉,ぶたにく,butaniku,豬肉,0,none,3
7e015697-ce17-40b0-8dfe-adcae8112201,牛肉,牛肉,ぎゅうにく,gyuuniku,牛肉,0,none,3
